ID,original_SMILES,Chemgauss4,binding_free_energy,std_binding_error
WAR-XCH-b72a1bbc-23,COCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,-8.294393,-4.281006399999998,0.0
JOH-UNI-abdb2f0c-3,O=C(CCl)c1ccc(N2CCCOCC2)cn1,-7.072368,-4.102296235688641,0.16903587802293998
DAV-AUT-7eb4e0c3-4,CN1C[C@@H](c2ccc3c(c2)C(=O)N=[S@@]3(C)=O)OCCC1=O,-9.5307,-4.097636199999997,5.962504999999996
PAT-UNK-b2d83456-1,CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,-4.65229272842407,-4.024573880730259,5.190473899031503
NIR-THE-c331be7a-1,Nc1cccc(C2CN(C(=O)CCl)Cc3ccccc32)c1,-7.634937,-3.984557828571429,0.22546295993667764
ANT-DIA-b7f58f21-7,CS(=O)(=O)NCCc1ccc2ncsc2c1,-4.867293,-3.9230990402721093,3.0898945374319453
JOH-MEM-5e386bbd-6,COc1cc2c3c([nH]c2cc1O)N(C(C)=O)CC3,-6.893034,-3.886057019999999,0.1367605674317767
ALV-UNI-7ff1a6f9-48,Cc1ccnc2[nH]c(Cc3ccc4ccccc4c3)nc12,-1.687032,-3.820384840000001,2.451542103034311
JOH-MSK-ec639444-3,COc1ccc2cccc(CCNC(C)=O)c2c1,-5.43759155273438,-3.729116746436423,0.9989840532541456
ELE-IMP-dfb36048-6,NS(=O)(=O)c1cc2cc(F)ccc2[nH]1,-5.45695781707764,-3.6569875099999933,0.0794453702030365
PAU-UNI-6d15a9f5-2,Cn1cc2c(n1)C(=O)N(C[C@@H]1CCCO1)CN2,-7.325227,-3.648190588383846,0.05391474999999879
MAK-UNK-6435e6c2-10,CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,-2.380683,-3.5113213023757055,4.427563155848553
CAS-DEP-751a2458-1,Cc1cccc2nc(-c3ccc(O)cc3O)[nH]c12,-7.900784,-3.497918795959592,1.0138550535765758
DAR-DIA-caba39e3-2,COc1cccc([C@@H]2CN(C(=O)CCl)Cc3ccccc32)c1,-7.967033,-3.4729984800000047,0.37375314653322667
MAK-UNK-6435e6c2-3,CC(=O)N1CCN(Cc2ccsc2)CC1,-1.966782,-3.45374704999999,0.11411574999998919
DAR-DIA-43a5904b-11,Cn1cc(CC2=C[C@@H](c3cccc(Cl)c3)[C@@H](C(N)=O)C2)cn1,-5.58957767486572,-3.4268515538461544,0.10383043092194301
JOH-UNI-522b0723-2,CC1OCCN(c2ccc(C#N)nc2)C1C,-4.900206,-3.4243348140540064,7.294013424037564
TRY-UNI-1fd04853-6,N#Cc1cccc(CNC(=O)Cc2c[nH]c3ncccc23)c1,-3.854483,-3.4232561830976493,3.2973950383137893
ALV-UNI-7ff1a6f9-33,Cc1ccc2c(-c3cnn(C)c3)c(-c3ccc(F)cc3)nn2n1,-5.022665,-3.356871784329897,0.07531767132052324
JOH-UNI-9dc98897-1,N#Cc1ncc(N2CCCOCC2)cc1F,-6.838572,-3.328755145263173,0.04613149447339841
JOH-MEM-5e386bbd-7,O=CCc1c[nH]c2ccc(O)cc12,-6.39984846115112,-3.315722781225716,3.2919165901983836
DAR-DIA-fc970077-8,O=C1C(c2ccccc2)OCCN1c1cccnc1,-5.58173084259033,-3.2937237567598956,3.469339829002683
ALV-UNI-7ff1a6f9-35,Cc1ccc2c(-c3cnc(N)nc3)c(-c3ccc(F)cc3)nn2n1,-6.996514,-3.2817915745454442,0.08435632895107219
WAR-XCH-b72a1bbc-38,Cc1ccncc1SCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,0.055301,-3.275109487692312,0.24775637073200082
LIZ-THE-57c545eb-1,CCN(CC)c1ccc(S(N)(=O)=O)cc1,-6.989722,-3.2341013540816306,0.04994654590892648
WAR-XCH-b72a1bbc-7,NS(=O)(=O)c1ccc(N2CCC(c3ccco3)CC2)cc1,-8.560461,-3.225703480824743,0.2668232262264621
WAR-XCH-b72a1bbc-2,NS(=O)(=O)c1ccc(-c2ccncc2)cc1,1.234029,-3.1983621587179485,0.1586106727307764
DAR-DIA-43a5904b-8,NC(=O)[C@H]1CC(Cc2cncs2)=C[C@H]1c1cccc(Cl)c1,-9.045493,-3.1899912500388474,2.3498464305653233
ANT-DIA-045cfdc4-1,CNC(=O)[C@H]1CCC[C@H]1c1ccsc1,-4.89860916137695,-3.1400820587595337,5.052159662768032
GIA-UNK-5ec6c2b8-2,O=C(S)C1CCN(C(=O)C2CCCCC2)CC1,-5.12373733520508,-3.1276341150678633,2.3680483665610517
BET-COM-8a5969bb-1,CC12CCC(CC1)C(C)(C)O2,-4.761117,-3.1136364142857147,0.0
JOH-UNI-9dc98897-7,N#Cc1cc(C(F)(F)F)c(N2CCCOCC2)cn1,-5.938368,-3.111078259999985,6.315518795199497
ALV-UNI-7ff1a6f9-3,Cc1ccc2c(c1)nc(-c1ccc(F)cc1)n2-c1ccncc1,-7.999856,-3.097827548234825,5.263837767139997
ANN-UNI-26382800-6,COc1cccc(NC(=O)Nc2cccc(C#N)c2)c1,-6.088238,-3.0583359105506815,0.21658845992841877
KIM-UNI-60f168f5-2,Cc1ccncc1N1C(=O)CCNC1=O,-5.225182056427,-3.0229277399999894,3.964877152560051
DOU-UNK-b5326f8f-13,ClC1CC2C(C3CC3)=CNC2c2sc(-c3nnco3)cc21,-5.302523,-2.9046839,0.6071947884706491
MAK-UNK-6435e6c2-8,CC(=O)Nc1cnccc1C,-2.902107,-2.901085007843406,6.886006882047528
ANT-OPE-997bdc93-1,CC(=O)NCCC1CCc2ccc3c(c21)CCC3,-8.87511,-2.8709653369696966,0.9954758040260236
JOH-MSK-a63bdd1d-9,CN(C)CCc1c[nH]c2ccc(O)cc12,-5.7353892326355,-2.7960356746106845,3.2013785932814938
GIA-UNK-595fac82-2,CNC(=O)OC1CCN(C(=O)c2ccccc2)CC1,-5.26461315155029,-2.7790409385237016,0.454922168197554
GIA-UNK-995df016-1,CC(C)C(=O)N1CCC(C(=O)SCF)CC1,-5.12599277496338,-2.7704038245298364,2.2201672683948996
DAR-DIA-23aa0b97-2,N#Cc1cncc(NC(=O)Cc2c[nH]c3ncccc23)c1,-7.36787,-2.7098713169230564,1.3086265316893846
DAR-DIA-caba39e3-1,O=C(CCl)N1Cc2ccccc2[C@H](c2cccc(F)c2)C1,-8.931615,-2.7022224539393846,0.2925134043985321
DAR-DIA-43a5904b-10,NC(=O)[C@H]1CC(CC2CC2)=C[C@H]1c1cccc(Cl)c1,-5.60416555404663,-2.6645112802020208,0.14082973134090104
ALV-UNI-7ff1a6f9-1,Cc1ccc2c(-c3ccncc3)c(-c3ccc(F)cc3)nn2c1,-6.294449,-2.6178265420201967,0.17426271319564163
ANN-UNI-26382800-3,N#Cc1ccc(NC(=O)Nc2cccnc2)cc1,-2.72987,-2.5612857343434463,0.08821128558958888
TRY-UNI-714a760b-16,Cc1ccncc1NC(=O)C(C)C1CCCCC1,-7.061202,-2.5217757388118685,4.909210870380382
NIR-THE-0d6461ce-8,Cc1cc(Cl)cc(CC2CCN(C(=O)CCl)CC2)c1,-7.734537,-2.51376792040404,0.21251272669248203
LIZ-THE-6efed59f-3,COc1ccc(S(N)(=O)=O)cc1,-6.073517,-2.487691655769231,0.01244944423076877
ANT-DIA-b7f58f21-4,CC(=O)NCCc1ccccc1,-7.031579,-2.486362344559886,4.915717402572909
DOU-UNK-b5326f8f-9,CC(=O)N1CCN(C(O)c2cccs2)CC1c1cccc(N2CCCC2=O)c1,-7.357361,-2.459672765490197,0.0606689752094944
WAR-XCH-b72a1bbc-15,NS(=O)(=O)c1ccc(N2CCC(c3ccncc3)CC2)cc1,-6.279764,-2.393161781538474,0.4480545857847452
DAR-DIA-842b4336-13,O=C(Cc1ccc(Cl)s1)Nc1cccnc1,-4.72160482406616,-2.363140359230762,0.8765870058045652
GIA-UNK-995df016-11,O=C(SCF)C1CCN(C(=O)c2ccco2)CC1,-6.405756,-2.35989990384617,0.0
PET-SGC-708ec5d8-1,CCn1cc(CCNC(C)=O)c2cc(C#N)ccc21,-9.379772,-2.355563646985239,0.12737567736378697
DAR-DIA-842b4336-16,Cc1cnc(CC(=O)Nc2cccnc2)o1,-5.550553,-2.3411828076288543,1.0591885050190954
JOH-UNI-9dc98897-6,N#Cc1ncc(N2CCCOCC2)cc1Cl,-6.736885,-2.283641495440591,2.573409540735159
DAR-DIA-fc970077-6,O=C1N(c2ccccc2)CCCN1c1cccnc1,-4.93463373184204,-2.2689451998058416,0.1071102556880641
ALV-UNI-7ff1a6f9-30,Cc1ccc2c(-c3ccc4[nH]ncc4c3)c(-c3ccc(F)cc3)nn2n1,-7.07811,-2.257293116093603,0.08272813212477566
TRY-UNI-1fd04853-9,O=C(Cc1c[nH]c2ncccc12)NCc1cc(Cl)ccn1,-9.539196,-2.1776641208857797,3.0661925708647018
DAR-DIA-fc970077-12,O=C1C(c2ccccc2)C=CCN1c1cccnc1,-5.35490894317627,-2.156775355257743,1.977346250480765
WAR-XCH-b72a1bbc-39,CCSCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,-8.662804,-2.0749598688811197,1.6831472727272727
LIZ-THE-7023c732-2,CCNc1ncc(C#N)cc1Oc1ccccc1,-5.272026,-1.987031131313131,0.0
LIZ-THE-7023c732-1,CNc1ncc(C#N)cc1Oc1ccccc1,-6.016492,-1.9859052999999918,0.0
NIR-THE-0d6461ce-4,NS(=O)(=O)c1ccc2ccc(CC3CCN(C(=O)CCl)CC3)cc2c1,-3.422574,-1.8593614800000182,0.280384214988197
MAK-UNK-acefcb18-13,COCCNc1ccsc1,-4.090714,-1.8433941000000003,0.0
MAK-UNK-6435e6c2-9,CC1C(O)CCCN1Cc1ccccc1,-2.075905,-1.8214694671717027,0.15076025000001536
DAR-DIA-fc970077-1,O=C1N(c2ccccc2)CCN1c1cccnc1,-4.62701082229614,-1.8163526207920668,0.1326064322881627
BEN-VAN-d8fd1356-19,Cc1ccnc(Oc2cc(F)cc3c(C(F)(F)F)c[nH]c23)c1,-7.495101,-1.755971964835183,5.298157980872623
DAN-PUR-19f24f0c-2,CC(=O)N(C(=O)CCl)c1cncc(N)c1,-5.418193,-1.749316812315442,2.172686514593372
